"Id","OpportunityId","CreatedById","CreatedDate","CreatedDateForInsert","StageName","Amount","ExpectedRevenue","CloseDate","Probability","FromForecastCategory","ForecastCategory","PrevForecastUpdate","FromOpportunityStageName","PrevOpportunityStageUpdate","ValidThroughDate","SystemModstamp","IsDeleted","PrevAmount","PrevCloseDate"
"008f400000oK2utAAC","006f400000GIDYzAAP","005f4000002QF5NAAW","2018-10-16 15:54:44","2018-10-16 15:54:44","Prospecting","100000","10000","2018-10-31 00:00:00","10","","Pipeline","2018-10-16 15:54:44","","2018-10-16 15:54:44","","2018-10-16 15:54:44","0","",""
