"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","UserId","Type","Key","Data","Version","TargetId","State"
"2hff4000000RmnFAAS","0","005f400000425g7:LEX_ADOPTION:ADOPTION_FEATURE","2019-02-02 17:43:53","005f400000425g7AAA","2019-02-12 20:38:58","005f400000425g7AAA","2019-02-12 20:38:58","005f400000425g7AAA","LEX_ADOPTION","ADOPTION_FEATURE","{""OnboardingManager"":{""version"":216.0,""custom"":{""06mf40000006wqaAAA_mruPromptId"":""ListViewPinnedListPopover"",""numInteractablePrompts"":1,""totalPromptsDisplayed"":3,""06mf40000006wqaAAA_mruPromptSeen"":1550003924554}},""density"":{""version"":216.0,""prompts"":{""docked"":{""lastSeen"":1549199838511,""type"":""dockedComposer"",""version"":1,""custom"":{""count"":1,""closed"":true}}}},""lists"":{""version"":218.0,""prompts"":{""PinnedList"":{""lastSeen"":1550003924554,""seenCount"":1,""closed"":1550003924554,""orchestrationId"":""ListViewPinnedListPopover"",""type"":""popover"",""version"":1}}}}","1","","5"
"2hff4000000RmnjAAC","0","005f400000425gC:LEX_ADOPTION:ADOPTION_FEATURE","2019-02-03 13:44:02","005f400000425gCAAQ","2019-02-28 19:18:42","005f400000425gCAAQ","2019-02-28 19:18:42","005f400000425gCAAQ","LEX_ADOPTION","ADOPTION_FEATURE","{""OnboardingManager"":{""version"":216.0,""custom"":{""06mf4000001Ka19AAC_mruPromptId"":""HelpMenuPin"",""06mf4000001Ka19AAC_mruPromptSeen"":1551381521809,""numInteractablePrompts"":1,""totalPromptsDisplayed"":3}},""density"":{""version"":216.0,""prompts"":{""docked"":{""lastSeen"":1549201442152,""type"":""dockedComposer"",""version"":1,""custom"":{""count"":1,""closed"":true}}}},""helpMenu"":{""version"":218.0,""prompts"":{""Pin"":{""lastSeen"":1551381521809,""seenCount"":1,""closed"":1551381521809,""orchestrationId"":""HelpMenuPin"",""type"":""popover"",""version"":1}}},""lists"":{""version"":218.0,""prompts"":{""PinnedList"":{""lastSeen"":1550018491996,""seenCount"":1,""closed"":1550018491996,""orchestrationId"":""ListViewPinnedListPopover"",""type"":""popover"",""version"":1}}}}","1","","6"
"2hff4000000RnXsAAK","0","005f40000042AhB:LEX_ADOPTION:ADOPTION_FEATURE","2019-02-07 17:52:43","005f40000042AhBAAU","2019-07-24 14:35:57","005f40000042AhBAAU","2019-07-24 14:35:57","005f40000042AhBAAU","LEX_ADOPTION","ADOPTION_FEATURE","{""Experience"":{""version"":218.0,""custom"":{""switchToClassicCount"":4,""lastSwitchToClassic"":1557770572181,""switchToLexCount"":4,""lastSwitchToLex"":1557940114726}},""OnboardingManager"":{""version"":216.0,""custom"":{""06mf40000006wqaAAA_mruPromptId"":""DensityDocked"",""numInteractablePrompts"":3,""totalPromptsDisplayed"":6,""06mf40000006wqaAAA_mruPromptSeen"":1563978957594}},""density"":{""version"":216.0,""prompts"":{""docked"":{""lastSeen"":1563978954349,""seenCount"":1,""closed"":1563978957594,""orchestrationId"":""DensityDocked"",""type"":""dockedComposer"",""version"":2}}},""lists"":{""version"":218.0,""prompts"":{""PinnedList"":{""lastSeen"":1549722413901,""seenCount"":1,""closed"":1549722413901,""orchestrationId"":""ListViewPinnedListPopover"",""type"":""popover"",""version"":1}}},""stdNavFeature"":{""version"":220.0,""prompts"":{""appNavPrompt"":{""lastSeen"":1562192735156,""seenCount"":1,""closed"":1562192738846,""orchestrationId"":""AppNavDocked"",""type"":""dockedComposer"",""version"":1}}}}","1","","18"
"2hff4000000RnlfAAC","0","005f40000042AhB:FOLDER_HOME:FOLDER_HOME_ENTITY_CONFIG","2019-02-10 04:20:23","005f40000042AhBAAU","2019-04-18 15:07:28","005f40000042AhBAAU","2019-04-18 15:07:28","005f40000042AhBAAU","FOLDER_HOME","FOLDER_HOME_ENTITY_CONFIG","{""entityConfigs"":{""Report"":{""entityColumns"":[{""id"":""Name||Id|"",""width"":195,""isVisible"":true},{""id"":""Description|||"",""width"":315,""isVisible"":true},{""id"":""FolderName||OwnerId|"",""width"":110,""isVisible"":true},{""id"":""CreatedBy.Name||CreatedBy.Id|"",""width"":100,""isVisible"":true},{""id"":""CreatedDate|||"",""width"":147,""isVisible"":true},{""id"":""LastModifiedBy.Name||LastModifiedBy.Id|"",""isVisible"":false},{""id"":""LastModifiedDate|||"",""isVisible"":false},{""id"":""LastRunDate|||"",""isVisible"":false},{""id"":""NumSubscriptions|||"",""width"":93,""isVisible"":true}],""folderColumns"":[{""id"":""|Name||Id"",""isVisible"":true},{""id"":""|CreatedBy.Name||CreatedBy.Id"",""isVisible"":true},{""id"":""|CreatedDate||"",""isVisible"":true},{""id"":""|LastModifiedBy.Name||LastModifiedBy.Id"",""isVisible"":true},{""id"":""|LastModifiedDate||"",""isVisible"":true}],""mixedColumns"":[{""id"":""Name|Name|Id|Id"",""width"":189,""isVisible"":true},{""id"":""Description|||"",""width"":271,""isVisible"":true},{""id"":""FolderName|ParentName|OwnerId|ParentId"",""width"":189,""isVisible"":true},{""id"":""CreatedBy.Name|CreatedBy.Name|CreatedBy.Id|CreatedBy.Id"",""width"":189,""isVisible"":true},{""id"":""CreatedDate|CreatedDate||"",""width"":189,""isVisible"":true},{""id"":""LastModifiedBy.Name|LastModifiedBy.Name|LastModifiedBy.Id|LastModifiedBy.Id"",""isVisible"":false},{""id"":""LastModifiedDate|LastModifiedDate||"",""isVisible"":false},{""id"":""LastRunDate|||"",""isVisible"":false},{""id"":""NumSubscriptions|||"",""width"":189,""isVisible"":true}]},""Dashboard"":{""entityColumns"":[{""id"":""Title||Id|"",""width"":186,""isVisible"":true},{""id"":""Description|||"",""width"":186,""isVisible"":true},{""id"":""FolderName||FolderId|"",""width"":186,""isVisible"":true},{""id"":""CreatedBy.Name||CreatedBy.Id|"",""width"":186,""isVisible"":true},{""id"":""CreatedDate|||"",""width"":186,""isVisible"":true},{""id"":""LastModifiedBy.Name||LastModifiedBy.Id|"",""isVisible"":false},{""id"":""LastModifiedDate|||"",""isVisible"":false},{""id"":""NumSubscriptions|||"",""width"":186,""isVisible"":true}],""folderColumns"":[{""id"":""|Name||Id"",""isVisible"":true},{""id"":""|CreatedBy.Name||CreatedBy.Id"",""isVisible"":true},{""id"":""|CreatedDate||"",""isVisible"":true},{""id"":""|LastModifiedBy.Name||LastModifiedBy.Id"",""isVisible"":true},{""id"":""|LastModifiedDate||"",""isVisible"":true}],""mixedColumns"":[{""id"":""Title|Name|Id|Id"",""isVisible"":true},{""id"":""Description|||"",""isVisible"":true},{""id"":""FolderName|ParentName|FolderId|ParentId"",""isVisible"":true},{""id"":""CreatedBy.Name|CreatedBy.Name|CreatedBy.Id|CreatedBy.Id"",""isVisible"":true},{""id"":""CreatedDate|CreatedDate||"",""isVisible"":true},{""id"":""LastModifiedBy.Name|LastModifiedBy.Name|LastModifiedBy.Id|LastModifiedBy.Id"",""isVisible"":false},{""id"":""LastModifiedDate|LastModifiedDate||"",""isVisible"":false},{""id"":""NumSubscriptions|||"",""isVisible"":true}]}}}","214","","10"
"2hff4000000eIXeAAM","0","005f4000003qkvc:LEX_ADOPTION:ADOPTION_FEATURE","2019-04-16 14:13:49","005f4000003qkvcAAA","2020-10-22 00:10:34","005f4000003qkvcAAA","2020-10-22 00:10:34","005f4000003qkvcAAA","LEX_ADOPTION","ADOPTION_FEATURE","{""RecycleBin"":{""version"":222.0,""prompts"":{""UserEducation"":{""lastSeen"":1572399716185,""seenCount"":2,""closed"":1571706344416,""orchestrationId"":""RecycleBinEducation"",""type"":""overlay"",""version"":1}}},""transitionAssistant"":{""version"":220.0,""prompts"":{""meetTransitionAssistant"":{""type"":""overlay"",""version"":1}}},""Experience"":{""version"":222.0,""custom"":{""switchToClassicCount"":3,""lastSwitchToClassic"":1603324819366,""switchToLexCount"":4,""lastSwitchToLex"":1603325434904}},""OnboardingManager"":{""version"":218.0,""custom"":{""06mf4000001Ka19AAC_mruPromptId"":""RecycleBinEducation"",""06mf4000001Ka19AAC_mruPromptSeen"":1572399716184,""numInteractablePrompts"":3,""totalPromptsDisplayed"":8}},""density"":{""version"":220.0,""prompts"":{""docked"":{""lastSeen"":1560732609562,""seenCount"":1,""closed"":1560732631692,""orchestrationId"":""DensityDocked"",""type"":""dockedComposer"",""version"":2}},""custom"":{""loggedInitial"":222.0}},""lightningConversion"":{""version"":218.0,""prompts"":{""WelcomeMat"":{""lastSeen"":1555424181439,""seenCount"":1,""closed"":1555424181439,""orchestrationId"":""LightningConversion"",""type"":""modal"",""version"":1}}},""lists"":{""version"":218.0,""prompts"":{""PinnedList"":{""lastSeen"":1555598169569,""seenCount"":1,""closed"":1555598169569,""orchestrationId"":""ListViewPinnedListPopover"",""type"":""popover"",""version"":1}}},""relatedLists"":{""version"":220.0,""prompts"":{""QuickFilters"":{""lastSeen"":1570425869593,""seenCount"":1,""closed"":1570425873041,""orchestrationId"":""RelatedListQuickFiltersPopover"",""type"":""popover"",""version"":1}}},""records"":{""version"":220.0,""prompts"":{""simpleRecordUser"":{""lastSeen"":1560982434239,""seenCount"":1,""closed"":1560982532079,""orchestrationId"":""SimpleRecordHomeUser"",""type"":""dockedComposer"",""version"":1}}},""stdNavFeature"":{""version"":220.0,""prompts"":{""appNavPrompt"":{""lastSeen"":1560846511015,""seenCount"":1,""orchestrationId"":""AppNavDocked"",""type"":""dockedComposer"",""version"":1}}},""lightningOnMobile"":{""version"":228.0,""custom"":{""hasUsedSalesforceApp"":true}}}","1","","23"
"2hff4000000eIyqAAE","0","005f4000003qkvc:FOLDER_HOME:FOLDER_HOME_ENTITY_CONFIG","2019-04-18 15:08:29","005f4000003qkvcAAA","2019-10-07 17:34:58","005f4000003qkvcAAA","2019-10-07 17:34:58","005f4000003qkvcAAA","FOLDER_HOME","FOLDER_HOME_ENTITY_CONFIG","{""entityConfigs"":{""Report"":{""entityColumns"":[{""id"":""Name||Id|"",""width"":190,""isVisible"":true},{""id"":""Description|||"",""width"":190,""isVisible"":true},{""id"":""FolderName||OwnerId|"",""width"":190,""isVisible"":true},{""id"":""CreatedBy.Name||CreatedBy.Id|"",""width"":190,""isVisible"":true},{""id"":""CreatedDate|||"",""width"":190,""isVisible"":true},{""id"":""LastModifiedBy.Name||LastModifiedBy.Id|"",""isVisible"":false},{""id"":""LastModifiedDate|||"",""isVisible"":false},{""id"":""LastRunDate|||"",""isVisible"":false},{""id"":""NumSubscriptions|||"",""width"":190,""isVisible"":true}],""folderColumns"":[{""id"":""|Name||Id"",""isVisible"":true},{""id"":""|CreatedBy.Name||CreatedBy.Id"",""isVisible"":true},{""id"":""|CreatedDate||"",""isVisible"":true},{""id"":""|LastModifiedBy.Name||LastModifiedBy.Id"",""isVisible"":true},{""id"":""|LastModifiedDate||"",""isVisible"":true}],""mixedColumns"":[{""id"":""Name|Name|Id|Id"",""isVisible"":true},{""id"":""Description|||"",""isVisible"":true},{""id"":""FolderName|ParentName|OwnerId|ParentId"",""isVisible"":true},{""id"":""CreatedBy.Name|CreatedBy.Name|CreatedBy.Id|CreatedBy.Id"",""isVisible"":true},{""id"":""CreatedDate|CreatedDate||"",""isVisible"":true},{""id"":""LastModifiedBy.Name|LastModifiedBy.Name|LastModifiedBy.Id|LastModifiedBy.Id"",""isVisible"":false},{""id"":""LastModifiedDate|LastModifiedDate||"",""isVisible"":false},{""id"":""LastRunDate|||"",""isVisible"":false},{""id"":""NumSubscriptions|||"",""isVisible"":true}]},""Dashboard"":{""entityColumns"":[{""id"":""Title||Id|"",""width"":186,""isVisible"":true},{""id"":""Description|||"",""width"":186,""isVisible"":true},{""id"":""FolderName||FolderId|"",""width"":186,""isVisible"":true},{""id"":""CreatedBy.Name||CreatedBy.Id|"",""width"":186,""isVisible"":true},{""id"":""CreatedDate|||"",""width"":186,""isVisible"":true},{""id"":""LastModifiedBy.Name||LastModifiedBy.Id|"",""isVisible"":false},{""id"":""LastModifiedDate|||"",""isVisible"":false},{""id"":""NumSubscriptions|||"",""width"":186,""isVisible"":true}],""folderColumns"":[{""id"":""|Name||Id"",""isVisible"":true},{""id"":""|CreatedBy.Name||CreatedBy.Id"",""isVisible"":true},{""id"":""|CreatedDate||"",""isVisible"":true},{""id"":""|LastModifiedBy.Name||LastModifiedBy.Id"",""isVisible"":true},{""id"":""|LastModifiedDate||"",""isVisible"":true}],""mixedColumns"":[{""id"":""Title|Name|Id|Id"",""isVisible"":true},{""id"":""Description|||"",""isVisible"":true},{""id"":""FolderName|ParentName|FolderId|ParentId"",""isVisible"":true},{""id"":""CreatedBy.Name|CreatedBy.Name|CreatedBy.Id|CreatedBy.Id"",""isVisible"":true},{""id"":""CreatedDate|CreatedDate||"",""isVisible"":true},{""id"":""LastModifiedBy.Name|LastModifiedBy.Name|LastModifiedBy.Id|LastModifiedBy.Id"",""isVisible"":false},{""id"":""LastModifiedDate|LastModifiedDate||"",""isVisible"":false},{""id"":""NumSubscriptions|||"",""isVisible"":true}]}}}","214","","3"
"2hff4000000eJsOAAU","0","005f4000003qsOh:LEX_ADOPTION:ADOPTION_FEATURE","2019-04-24 22:19:46","005f4000003qsOhAAI","2019-07-18 16:27:58","005f4000003qsOhAAI","2019-07-18 16:27:58","005f4000003qsOhAAI","LEX_ADOPTION","ADOPTION_FEATURE","{""OnboardingManager"":{""version"":218.0,""custom"":{""numInteractablePrompts"":3,""06mf4000001Ka19AAC_mruPromptId"":""ListViewPinnedListPopover"",""06mf40000006wqaAAA_mruPromptId"":""SimpleRecordHomeUser"",""06mf4000001Ka19AAC_mruPromptSeen"":1556219203004,""totalPromptsDisplayed"":6,""06mf40000006wqaAAA_mruPromptSeen"":1563467277744}},""density"":{""version"":220.0,""prompts"":{""docked"":{""lastSeen"":1561386067822,""seenCount"":2,""closed"":1561386080732,""orchestrationId"":""DensityDocked"",""type"":""dockedComposer"",""version"":2}}},""lightningConversion"":{""version"":218.0,""prompts"":{""WelcomeMat"":{""lastSeen"":1556144401469,""seenCount"":1,""closed"":1556144401469,""orchestrationId"":""LightningConversion"",""type"":""modal"",""version"":1}}},""lists"":{""version"":218.0,""prompts"":{""PinnedList"":{""lastSeen"":1556219203003,""seenCount"":1,""closed"":1556219203004,""orchestrationId"":""ListViewPinnedListPopover"",""type"":""popover"",""version"":1}}},""records"":{""version"":220.0,""prompts"":{""simpleRecordUser"":{""lastSeen"":1563467255143,""seenCount"":1,""closed"":1563467277744,""orchestrationId"":""SimpleRecordHomeUser"",""type"":""dockedComposer"",""version"":1}}},""stdNavFeature"":{""version"":220.0,""prompts"":{""appNavPrompt"":{""lastSeen"":1560774734518,""seenCount"":1,""closed"":1560774753763,""orchestrationId"":""AppNavDocked"",""type"":""dockedComposer"",""version"":1}}}}","1","","10"
"2hff4000000eLR4AAM","0","005f4000003qsOh:FOLDER_HOME:FOLDER_HOME_ENTITY_CONFIG","2019-05-08 08:15:30","005f4000003qsOhAAI","2019-05-08 08:16:15","005f4000003qsOhAAI","2019-05-08 08:16:15","005f4000003qsOhAAI","FOLDER_HOME","FOLDER_HOME_ENTITY_CONFIG","{""entityConfigs"":{""Report"":{""entityColumns"":[{""id"":""Name||Id|"",""width"":279,""isVisible"":true},{""id"":""Description|||"",""width"":269,""isVisible"":true},{""id"":""FolderName||OwnerId|"",""width"":190,""isVisible"":true},{""id"":""CreatedBy.Name||CreatedBy.Id|"",""width"":190,""isVisible"":true},{""id"":""CreatedDate|||"",""width"":190,""isVisible"":true},{""id"":""LastModifiedBy.Name||LastModifiedBy.Id|"",""isVisible"":false},{""id"":""LastModifiedDate|||"",""isVisible"":false},{""id"":""LastRunDate|||"",""isVisible"":false},{""id"":""NumSubscriptions|||"",""width"":190,""isVisible"":true}],""folderColumns"":[{""id"":""|Name||Id"",""isVisible"":true},{""id"":""|CreatedBy.Name||CreatedBy.Id"",""isVisible"":true},{""id"":""|CreatedDate||"",""isVisible"":true},{""id"":""|LastModifiedBy.Name||LastModifiedBy.Id"",""isVisible"":true},{""id"":""|LastModifiedDate||"",""isVisible"":true}],""mixedColumns"":[{""id"":""Name|Name|Id|Id"",""isVisible"":true},{""id"":""Description|||"",""isVisible"":true},{""id"":""FolderName|ParentName|OwnerId|ParentId"",""isVisible"":true},{""id"":""CreatedBy.Name|CreatedBy.Name|CreatedBy.Id|CreatedBy.Id"",""isVisible"":true},{""id"":""CreatedDate|CreatedDate||"",""isVisible"":true},{""id"":""LastModifiedBy.Name|LastModifiedBy.Name|LastModifiedBy.Id|LastModifiedBy.Id"",""isVisible"":false},{""id"":""LastModifiedDate|LastModifiedDate||"",""isVisible"":false},{""id"":""LastRunDate|||"",""isVisible"":false},{""id"":""NumSubscriptions|||"",""isVisible"":true}]}}}","214","","1"
"2hff4000000eMAoAAM","0","005f4000003r8En:LEX_ADOPTION:ADOPTION_FEATURE","2019-05-15 00:54:43","005f4000003r8EnAAI","2019-05-15 05:56:28","005f4000003r8EnAAI","2019-05-15 05:56:28","005f4000003r8EnAAI","LEX_ADOPTION","ADOPTION_FEATURE","{""OnboardingManager"":{""version"":218.0,""custom"":{""06mf4000001Ka19AAC_mruPromptId"":""LightningConversion"",""06mf40000006wqaAAA_mruPromptId"":""ListViewPinnedListPopover"",""06mf4000001Ka19AAC_mruPromptSeen"":1557881680754,""totalPromptsDisplayed"":2,""06mf40000006wqaAAA_mruPromptSeen"":1557899787530}},""lightningConversion"":{""version"":218.0,""prompts"":{""WelcomeMat"":{""lastSeen"":1557881680754,""seenCount"":1,""orchestrationId"":""LightningConversion"",""type"":""modal"",""version"":1}}},""lists"":{""version"":218.0,""prompts"":{""PinnedList"":{""lastSeen"":1557899787530,""seenCount"":1,""closed"":1557899787530,""orchestrationId"":""ListViewPinnedListPopover"",""type"":""popover"",""version"":1}}}}","1","","2"
"2hff4000000eMBIAA2","0","005f4000003r8En:HELP_MENU:HELP_MENU","2019-05-15 06:14:14","005f4000003r8EnAAI","2019-05-15 06:14:14","005f4000003r8EnAAI","2019-05-15 06:14:14","005f4000003r8EnAAI","HELP_MENU","HELP_MENU","{""helpMenuItemsSeen"":{""launch_lex_welcome_mat"":1557900854850}}","1","","0"
"2hff4000000eMJvAAM","0","005f4000003r27p:LEX_ADOPTION:ADOPTION_FEATURE","2019-05-16 01:19:41","005f4000003r27pAAA","2020-04-06 18:09:43","005f4000003r27pAAA","2020-04-06 18:09:43","005f4000003r27pAAA","LEX_ADOPTION","ADOPTION_FEATURE","{""transitionAssistant"":{""version"":220.0,""prompts"":{""meetTransitionAssistant"":{""lastSeen"":1560711220419,""seenCount"":1,""closed"":1560711220839,""orchestrationId"":""MeetTransitionAssistant"",""type"":""overlay"",""version"":1}}},""Experience"":{""version"":218.0,""custom"":{""switchToClassicCount"":9,""lastSwitchToClassic"":1570655544534,""switchToLexCount"":1,""lastSwitchToLex"":1568834515614}},""OnboardingManager"":{""version"":218.0,""custom"":{""all_mruPromptId"":""AllNewSalesforceMobileApp"",""numInteractablePrompts"":7,""06mf4000001Ka19AAC_mruPromptId"":""LightningConversion"",""06mf40000006wqaAAA_mruPromptId"":""TasksToAQueue"",""06mf4000001Ka19AAC_mruPromptSeen"":1557969588916,""all_mruPromptSeen"":1572211901891,""totalPromptsDisplayed"":19,""06mf40000006wqaAAA_mruPromptSeen"":1586196583782}},""density"":{""version"":220.0,""prompts"":{""docked"":{""lastSeen"":1561474576012,""seenCount"":2,""closed"":1561476659967,""orchestrationId"":""DensityDocked"",""type"":""dockedComposer"",""version"":2}},""custom"":{""loggedInitial"":222.0}},""tasks"":{""version"":224.0,""prompts"":{""TasksToAQueueDocked"":{""lastSeen"":1586196559799,""seenCount"":1,""closed"":1586196583782,""orchestrationId"":""TasksToAQueue"",""type"":""dockedComposer"",""version"":1}}},""lightningConversion"":{""version"":218.0,""prompts"":{""WelcomeMat"":{""lastSeen"":1572211863252,""seenCount"":9,""closed"":1572211865541,""orchestrationId"":""LightningConversion"",""type"":""modal"",""version"":1}}},""lists"":{""version"":218.0,""prompts"":{""PinnedList"":{""lastSeen"":1557969808334,""seenCount"":1,""closed"":1557969808334,""orchestrationId"":""ListViewPinnedListPopover"",""type"":""popover"",""version"":1}}},""surveys"":{""version"":220.0,""prompts"":{""nps"":{""lastSeen"":1564965555359,""seenCount"":1,""closed"":1564965564694,""orchestrationId"":""NPSSurvey"",""type"":""dockedComposer"",""version"":1}}},""stdNavFeature"":{""version"":220.0,""prompts"":{""appNavPrompt"":{""lastSeen"":1561063220969,""seenCount"":1,""closed"":1561063223560,""orchestrationId"":""AppNavDocked"",""type"":""dockedComposer"",""version"":1}}},""lightningOnMobile"":{""version"":222.0,""prompts"":{""NewSalesforceMobileAppNotification"":{""lastSeen"":1578427991379,""seenCount"":3,""closed"":1578428015223,""orchestrationId"":""AllNewSalesforceMobileApp"",""type"":""overlay"",""version"":1}}}}","1","","44"
"2hff4000000eO3WAAU","0","005f4000003LLZY:LEX_ADOPTION:ADOPTION_FEATURE","2019-05-23 18:05:48","005f4000003LLZYAA4","2019-10-21 17:01:32","005f4000003LLZYAA4","2019-10-21 17:01:32","005f4000003LLZYAA4","LEX_ADOPTION","ADOPTION_FEATURE","{""OnboardingManager"":{""version"":218.0,""custom"":{""06mf4000001Ka19AAC_mruPromptId"":""SimpleRecordHomeUser"",""06mf4000001Ka19AAC_mruPromptSeen"":1570468126597,""numInteractablePrompts"":3,""totalPromptsDisplayed"":5}},""density"":{""version"":220.0,""prompts"":{""docked"":{""lastSeen"":1569533168940,""seenCount"":1,""closed"":1569533184601,""orchestrationId"":""DensityDocked"",""type"":""dockedComposer"",""version"":2}},""custom"":{""loggedInitial"":222.0}},""lightningConversion"":{""version"":218.0,""prompts"":{""WelcomeMat"":{""lastSeen"":1558634766514,""seenCount"":1,""closed"":1558634766514,""orchestrationId"":""LightningConversion"",""type"":""modal"",""version"":1}}},""lists"":{""version"":218.0,""prompts"":{""PinnedList"":{""lastSeen"":1559320549892,""seenCount"":1,""closed"":1559320549892,""orchestrationId"":""ListViewPinnedListPopover"",""type"":""popover"",""version"":1}}},""records"":{""version"":220.0,""prompts"":{""simpleRecordUser"":{""lastSeen"":1570468123063,""seenCount"":1,""closed"":1570468126597,""orchestrationId"":""SimpleRecordHomeUser"",""type"":""dockedComposer"",""version"":1}}},""stdNavFeature"":{""version"":220.0,""prompts"":{""appNavPrompt"":{""lastSeen"":1568772200859,""seenCount"":1,""closed"":1568772660539,""orchestrationId"":""AppNavDocked"",""type"":""dockedComposer"",""version"":1}}}}","1","","10"
"2hff4000000ebuAAAQ","0","005f4000003LLZY:FOLDER_HOME:FOLDER_HOME_ENTITY_CONFIG","2019-09-18 02:34:46","005f4000003LLZYAA4","2019-10-07 17:48:37","005f4000003LLZYAA4","2019-10-07 17:48:37","005f4000003LLZYAA4","FOLDER_HOME","FOLDER_HOME_ENTITY_CONFIG","{""entityConfigs"":{""Report"":{""entityColumns"":[{""id"":""Name||Id|"",""width"":276,""isVisible"":true},{""id"":""Description|||"",""width"":173,""isVisible"":true},{""id"":""FolderName||OwnerId|"",""width"":173,""isVisible"":true},{""id"":""CreatedBy.Name||CreatedBy.Id|"",""width"":173,""isVisible"":true},{""id"":""CreatedDate|||"",""width"":173,""isVisible"":true},{""id"":""LastModifiedBy.Name||LastModifiedBy.Id|"",""isVisible"":false},{""id"":""LastModifiedDate|||"",""isVisible"":false},{""id"":""LastRunDate|||"",""isVisible"":false},{""id"":""NumSubscriptions|||"",""width"":173,""isVisible"":true}],""folderColumns"":[{""id"":""|Name||Id"",""isVisible"":true},{""id"":""|CreatedBy.Name||CreatedBy.Id"",""isVisible"":true},{""id"":""|CreatedDate||"",""isVisible"":true},{""id"":""|LastModifiedBy.Name||LastModifiedBy.Id"",""isVisible"":true},{""id"":""|LastModifiedDate||"",""isVisible"":true}],""mixedColumns"":[{""id"":""Name|Name|Id|Id"",""isVisible"":true},{""id"":""Description|||"",""isVisible"":true},{""id"":""FolderName|ParentName|OwnerId|ParentId"",""isVisible"":true},{""id"":""CreatedBy.Name|CreatedBy.Name|CreatedBy.Id|CreatedBy.Id"",""isVisible"":true},{""id"":""CreatedDate|CreatedDate||"",""isVisible"":true},{""id"":""LastModifiedBy.Name|LastModifiedBy.Name|LastModifiedBy.Id|LastModifiedBy.Id"",""isVisible"":false},{""id"":""LastModifiedDate|LastModifiedDate||"",""isVisible"":false},{""id"":""LastRunDate|||"",""isVisible"":false},{""id"":""NumSubscriptions|||"",""isVisible"":true}]}}}","214","","6"
"2hff4000000ehbgAAA","0","005f400000424IO:FOLDER_HOME:FOLDER_HOME_ENTITY_CONFIG","2019-11-25 20:43:26","005f400000424IOAAY","2019-11-25 20:43:26","005f400000424IOAAY","2019-11-25 20:43:26","005f400000424IOAAY","FOLDER_HOME","FOLDER_HOME_ENTITY_CONFIG","{""entityConfigs"":{""Report"":{""entityColumns"":[{""id"":""Name||Id|"",""width"":286,""isVisible"":true},{""id"":""Description|||"",""width"":286,""isVisible"":true},{""id"":""FolderName||OwnerId|"",""width"":286,""isVisible"":true},{""id"":""CreatedBy.Name||CreatedBy.Id|"",""width"":286,""isVisible"":true},{""id"":""CreatedDate|||"",""width"":286,""isVisible"":true},{""id"":""LastModifiedBy.Name||LastModifiedBy.Id|"",""isVisible"":false},{""id"":""LastModifiedDate|||"",""isVisible"":false},{""id"":""LastRunDate|||"",""isVisible"":false},{""id"":""NumSubscriptions|||"",""width"":286,""isVisible"":true}],""folderColumns"":[{""id"":""|Name||Id"",""isVisible"":true},{""id"":""|CreatedBy.Name||CreatedBy.Id"",""isVisible"":true},{""id"":""|CreatedDate||"",""isVisible"":true},{""id"":""|LastModifiedBy.Name||LastModifiedBy.Id"",""isVisible"":true},{""id"":""|LastModifiedDate||"",""isVisible"":true}],""mixedColumns"":[{""id"":""Name|Name|Id|Id"",""isVisible"":true},{""id"":""Description|||"",""isVisible"":true},{""id"":""FolderName|ParentName|OwnerId|ParentId"",""isVisible"":true},{""id"":""CreatedBy.Name|CreatedBy.Name|CreatedBy.Id|CreatedBy.Id"",""isVisible"":true},{""id"":""CreatedDate|CreatedDate||"",""isVisible"":true},{""id"":""LastModifiedBy.Name|LastModifiedBy.Name|LastModifiedBy.Id|LastModifiedBy.Id"",""isVisible"":false},{""id"":""LastModifiedDate|LastModifiedDate||"",""isVisible"":false},{""id"":""LastRunDate|||"",""isVisible"":false},{""id"":""NumSubscriptions|||"",""isVisible"":true}]}}}","214","","0"
