"Id","CreatedById","CreatedDate","LastModifiedDate","LastModifiedById","SystemModstamp","Name","IsActiveForSingleMail","IsActiveForMassMail","Encoding","TextBody","HtmlBody"
"0GCf4000000040jGAA","005f40000042AhBAAU","2019-04-25 02:32:59","2019-04-25 02:32:59","005f40000042AhBAAU","2019-04-25 02:32:59","EM Account Manager Footer1","1","1","ISO-8859-1","Elite Meet 501(c)3 helps Navy SEALs, Green Berets, Fighter Pilots and other elite veterans with career transition.","Elite Meet 501(c)3 helps Navy SEALs, Green Berets, Fighter Pilots and other elite veterans with career transition."
