"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","IsActive","IsArchived","Description","IsStandard"
"01sf40000062xiiAAA","0","Standard Price Book","2018-05-20 01:16:58","005f4000002PEo1AAG","2018-05-20 01:16:58","005f4000002PEo1AAG","2018-05-20 01:16:58","0","0","","1"
