"Id","OpportunityId","ContactId","Role","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","IsDeleted"
"00Kf4000004daQLEAY","006f400000GIDYzAAP","003f400000cZ4NVAA0","Soft Credit","2018-10-16 15:54:44","005f4000002QF5NAAW","2018-10-16 15:54:44","005f4000002QF5NAAW","2018-10-16 15:54:44","0"
