"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","npsp__Context_Type__c","npsp__Datetime__c","npsp__Email_Sent__c","npsp__Error_Type__c","npsp__Full_Message__c","npsp__Object_Type__c","npsp__Posted_in_Chatter__c","npsp__Record_URL__c","npsp__Stack_Trace__c","npsp__Related_Record_ID__c","npsp__Retry_Pending__c"
"a0Of400001BjxyZEAR","005f4000003qkvcAAA","0","000053","2019-09-22 21:41:57","005f4000003qkvcAAA","2019-09-22 21:41:57","005f4000003qkvcAAA","2019-09-22 21:41:57","LD","2019-09-22 21:41:57","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BjxyeEAB","005f4000003qkvcAAA","0","000054","2019-09-22 21:42:57","005f4000003qkvcAAA","2019-09-22 21:42:58","005f4000003qkvcAAA","2019-09-22 21:42:58","LD","2019-09-22 21:42:57","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BjxyjEAB","005f4000003qkvcAAA","0","000055","2019-09-22 21:44:06","005f4000003qkvcAAA","2019-09-22 21:44:06","005f4000003qkvcAAA","2019-09-22 21:44:06","LD","2019-09-22 21:44:06","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BjxyoEAB","005f4000003qkvcAAA","0","000056","2019-09-22 21:46:46","005f4000003qkvcAAA","2019-09-22 21:46:46","005f4000003qkvcAAA","2019-09-22 21:46:46","LD","2019-09-22 21:46:46","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001Bk0TmEAJ","005f4000003qkvcAAA","0","000057","2019-09-25 22:05:08","005f4000003qkvcAAA","2019-09-25 22:05:10","005f4000003qkvcAAA","2019-09-25 22:05:10","LD","2019-09-25 22:05:08","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001Bk0wgEAB","005f4000003qkvcAAA","0","000058","2019-09-26 13:12:53","005f4000003qkvcAAA","2019-09-26 13:12:55","005f4000003qkvcAAA","2019-09-26 13:12:55","LD","2019-09-26 13:12:53","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkBeWEAV","005f4000003qkvcAAA","0","000059","2019-10-09 01:17:33","005f4000003qkvcAAA","2019-10-09 01:17:34","005f4000003qkvcAAA","2019-10-09 01:17:34","LD","2019-10-09 01:17:33","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkBfCEAV","005f4000003qkvcAAA","0","000060","2019-10-09 01:26:50","005f4000003qkvcAAA","2019-10-09 01:26:50","005f4000003qkvcAAA","2019-10-09 01:26:50","LD","2019-10-09 01:26:50","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkBfHEAV","005f4000003qkvcAAA","0","000061","2019-10-09 01:27:33","005f4000003qkvcAAA","2019-10-09 01:27:33","005f4000003qkvcAAA","2019-10-09 01:27:33","LD","2019-10-09 01:27:33","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkC9bEAF","005f4000003qkvcAAA","0","000062","2019-10-09 14:58:10","005f4000003qkvcAAA","2019-10-09 14:58:11","005f4000003qkvcAAA","2019-10-09 14:58:11","LD","2019-10-09 14:58:10","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkCA0EAN","005f4000003qkvcAAA","0","000063","2019-10-09 15:00:31","005f4000003qkvcAAA","2019-10-09 15:00:31","005f4000003qkvcAAA","2019-10-09 15:00:31","LD","2019-10-09 15:00:31","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkCA5EAN","005f4000003qkvcAAA","0","000064","2019-10-09 15:00:44","005f4000003qkvcAAA","2019-10-09 15:00:44","005f4000003qkvcAAA","2019-10-09 15:00:44","LD","2019-10-09 15:00:44","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkCAKEA3","005f4000003qkvcAAA","0","000065","2019-10-09 15:06:33","005f4000003qkvcAAA","2019-10-09 15:06:33","005f4000003qkvcAAA","2019-10-09 15:06:33","LD","2019-10-09 15:06:33","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkK8rEAF","005f4000003qkvcAAA","0","000066","2019-10-16 23:24:57","005f4000003qkvcAAA","2019-10-16 23:24:57","005f4000003qkvcAAA","2019-10-16 23:24:57","LD","2019-10-16 23:24:57","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkLQNEA3","005f4000003qkvcAAA","0","000067","2019-10-18 00:42:09","005f4000003qkvcAAA","2019-10-18 00:42:17","005f4000003qkvcAAA","2019-10-18 00:42:17","LD","2019-10-18 00:42:08","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: CANNOT_UPDATE_CONVERTED_LEAD, This lead was already converted to the contact Michael Schwarting on 10/17/2019.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkSC9EAN","005f4000003qkvcAAA","0","000068","2019-10-25 09:48:41","005f4000003qkvcAAA","2019-10-25 09:48:43","005f4000003qkvcAAA","2019-10-25 09:48:43","LD","2019-10-25 09:48:41","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: CANNOT_UPDATE_CONVERTED_LEAD, This lead was already converted to the contact Cosme Solis on 10/25/2019.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkSCTEA3","005f4000003qkvcAAA","0","000069","2019-10-25 10:06:40","005f4000003qkvcAAA","2019-10-25 10:06:40","005f4000003qkvcAAA","2019-10-25 10:06:40","LD","2019-10-25 10:06:40","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkSCYEA3","005f4000003qkvcAAA","0","000070","2019-10-25 10:07:11","005f4000003qkvcAAA","2019-10-25 10:07:11","005f4000003qkvcAAA","2019-10-25 10:07:11","LD","2019-10-25 10:07:11","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkSCdEAN","005f4000003qkvcAAA","0","000071","2019-10-25 10:08:09","005f4000003qkvcAAA","2019-10-25 10:08:09","005f4000003qkvcAAA","2019-10-25 10:08:09","LD","2019-10-25 10:08:09","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkSCiEAN","005f4000003qkvcAAA","0","000072","2019-10-25 10:09:30","005f4000003qkvcAAA","2019-10-25 10:09:30","005f4000003qkvcAAA","2019-10-25 10:09:30","LD","2019-10-25 10:09:30","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkSCnEAN","005f4000003qkvcAAA","0","000073","2019-10-25 10:09:58","005f4000003qkvcAAA","2019-10-25 10:09:58","005f4000003qkvcAAA","2019-10-25 10:09:58","LD","2019-10-25 10:09:58","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkSEREA3","005f4000003qkvcAAA","0","000074","2019-10-25 13:02:36","005f4000003qkvcAAA","2019-10-25 13:02:42","005f4000003qkvcAAA","2019-10-25 13:02:42","LD","2019-10-25 13:02:36","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkSEWEA3","005f4000003qkvcAAA","0","000075","2019-10-25 13:06:12","005f4000003qkvcAAA","2019-10-25 13:06:12","005f4000003qkvcAAA","2019-10-25 13:06:12","LD","2019-10-25 13:06:12","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkSEbEAN","005f4000003qkvcAAA","0","000076","2019-10-25 13:07:26","005f4000003qkvcAAA","2019-10-25 13:07:26","005f4000003qkvcAAA","2019-10-25 13:07:26","LD","2019-10-25 13:07:26","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkSEgEAN","005f4000003qkvcAAA","0","000077","2019-10-25 13:07:33","005f4000003qkvcAAA","2019-10-25 13:07:35","005f4000003qkvcAAA","2019-10-25 13:07:35","LD","2019-10-25 13:07:33","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkSElEAN","005f4000003qkvcAAA","0","000078","2019-10-25 13:08:30","005f4000003qkvcAAA","2019-10-25 13:08:30","005f4000003qkvcAAA","2019-10-25 13:08:30","LD","2019-10-25 13:08:30","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkSF5EAN","005f4000003qkvcAAA","0","000079","2019-10-25 13:25:46","005f4000003qkvcAAA","2019-10-25 13:25:46","005f4000003qkvcAAA","2019-10-25 13:25:46","LD","2019-10-25 13:25:46","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkSMhEAN","005f4000003qkvcAAA","0","000080","2019-10-25 16:40:54","005f4000003qkvcAAA","2019-10-25 16:40:54","005f4000003qkvcAAA","2019-10-25 16:40:54","LD","2019-10-25 16:40:54","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkTwKEAV","005f4000003qkvcAAA","0","000081","2019-10-27 14:10:36","005f4000003qkvcAAA","2019-10-27 14:10:36","005f4000003qkvcAAA","2019-10-27 14:10:36","LD","2019-10-27 14:10:36","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkTwPEAV","005f4000003qkvcAAA","0","000082","2019-10-27 14:11:18","005f4000003qkvcAAA","2019-10-27 14:11:18","005f4000003qkvcAAA","2019-10-27 14:11:18","LD","2019-10-27 14:11:18","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkTwUEAV","005f4000003qkvcAAA","0","000083","2019-10-27 14:15:03","005f4000003qkvcAAA","2019-10-27 14:15:03","005f4000003qkvcAAA","2019-10-27 14:15:03","LD","2019-10-27 14:15:03","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkV5VEAV","005f4000003qkvcAAA","0","000084","2019-10-29 00:30:18","005f4000003qkvcAAA","2019-10-29 00:30:24","005f4000003qkvcAAA","2019-10-29 00:30:24","LD","2019-10-29 00:30:18","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkV5aEAF","005f4000003qkvcAAA","0","000085","2019-10-29 00:31:06","005f4000003qkvcAAA","2019-10-29 00:31:08","005f4000003qkvcAAA","2019-10-29 00:31:08","LD","2019-10-29 00:31:06","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkV5fEAF","005f4000003qkvcAAA","0","000086","2019-10-29 00:31:24","005f4000003qkvcAAA","2019-10-29 00:31:25","005f4000003qkvcAAA","2019-10-29 00:31:25","LD","2019-10-29 00:31:24","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkYDuEAN","005f4000003qkvcAAA","0","000087","2019-10-31 19:41:36","005f4000003qkvcAAA","2019-10-31 19:41:38","005f4000003qkvcAAA","2019-10-31 19:41:38","LD","2019-10-31 19:41:36","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkYF1EAN","005f4000003qkvcAAA","0","000088","2019-10-31 19:54:24","005f4000003qkvcAAA","2019-10-31 19:54:25","005f4000003qkvcAAA","2019-10-31 19:54:25","LD","2019-10-31 19:54:24","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkcZQEAZ","005f4000003qkvcAAA","0","000089","2019-11-05 12:09:49","005f4000003qkvcAAA","2019-11-05 12:09:51","005f4000003qkvcAAA","2019-11-05 12:09:51","LD","2019-11-05 12:09:49","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: CANNOT_UPDATE_CONVERTED_LEAD, This lead was already converted to the contact Matthew Parker on 11/5/2019.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkcZVEAZ","005f4000003qkvcAAA","0","000090","2019-11-05 12:09:53","005f4000003qkvcAAA","2019-11-05 12:09:53","005f4000003qkvcAAA","2019-11-05 12:09:53","LD","2019-11-05 12:09:53","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: CANNOT_UPDATE_CONVERTED_LEAD, This lead was already converted to the contact Matthew Parker on 11/5/2019.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","",""
"a0Of400001BkfHFEAZ","005f4000003qkvcAAA","0","000091","2019-11-07 14:53:59","005f4000003qkvcAAA","2019-11-07 14:54:01","005f4000003qkvcAAA","2019-11-07 14:54:01","LD","2019-11-07 14:53:59","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkfHWEAZ","005f4000003qkvcAAA","0","000092","2019-11-07 14:55:56","005f4000003qkvcAAA","2019-11-07 14:55:57","005f4000003qkvcAAA","2019-11-07 14:55:57","LD","2019-11-07 14:55:56","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkfQiEAJ","005f4000003qkvcAAA","0","000093","2019-11-07 17:20:46","005f4000003qkvcAAA","2019-11-07 17:20:46","005f4000003qkvcAAA","2019-11-07 17:20:46","LD","2019-11-07 17:20:46","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkfQnEAJ","005f4000003qkvcAAA","0","000094","2019-11-07 17:21:31","005f4000003qkvcAAA","2019-11-07 17:21:31","005f4000003qkvcAAA","2019-11-07 17:21:31","LD","2019-11-07 17:21:31","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkfQsEAJ","005f4000003qkvcAAA","0","000095","2019-11-07 17:22:03","005f4000003qkvcAAA","2019-11-07 17:22:03","005f4000003qkvcAAA","2019-11-07 17:22:03","LD","2019-11-07 17:22:03","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001Bkhc5EAB","005f4000003qkvcAAA","0","000096","2019-11-09 12:15:54","005f4000003qkvcAAA","2019-11-09 12:15:56","005f4000003qkvcAAA","2019-11-09 12:15:56","LD","2019-11-09 12:15:54","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkhcAEAR","005f4000003qkvcAAA","0","000097","2019-11-09 12:16:54","005f4000003qkvcAAA","2019-11-09 12:16:55","005f4000003qkvcAAA","2019-11-09 12:16:55","LD","2019-11-09 12:16:54","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkhcFEAR","005f4000003qkvcAAA","0","000098","2019-11-09 12:17:23","005f4000003qkvcAAA","2019-11-09 12:17:26","005f4000003qkvcAAA","2019-11-09 12:17:26","LD","2019-11-09 12:17:23","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkhcKEAR","005f4000003qkvcAAA","0","000099","2019-11-09 12:17:45","005f4000003qkvcAAA","2019-11-09 12:17:46","005f4000003qkvcAAA","2019-11-09 12:17:46","LD","2019-11-09 12:17:45","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkhcPEAR","005f4000003qkvcAAA","0","000100","2019-11-09 12:18:08","005f4000003qkvcAAA","2019-11-09 12:18:08","005f4000003qkvcAAA","2019-11-09 12:18:08","LD","2019-11-09 12:18:08","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkiKQEAZ","005f4000003qkvcAAA","0","000101","2019-11-10 18:06:37","005f4000003qkvcAAA","2019-11-10 18:06:37","005f4000003qkvcAAA","2019-11-10 18:06:37","LD","2019-11-10 18:06:37","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkiKVEAZ","005f4000003qkvcAAA","0","000102","2019-11-10 18:07:20","005f4000003qkvcAAA","2019-11-10 18:07:20","005f4000003qkvcAAA","2019-11-10 18:07:20","LD","2019-11-10 18:07:20","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001Bkip5EAB","005f4000003qkvcAAA","0","000103","2019-11-11 13:57:56","005f4000003qkvcAAA","2019-11-11 13:57:56","005f4000003qkvcAAA","2019-11-11 13:57:56","LD","2019-11-11 13:57:56","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkipAEAR","005f4000003qkvcAAA","0","000104","2019-11-11 13:58:38","005f4000003qkvcAAA","2019-11-11 13:58:39","005f4000003qkvcAAA","2019-11-11 13:58:39","LD","2019-11-11 13:58:38","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkipFEAR","005f4000003qkvcAAA","0","000105","2019-11-11 13:58:53","005f4000003qkvcAAA","2019-11-11 13:58:54","005f4000003qkvcAAA","2019-11-11 13:58:54","LD","2019-11-11 13:58:53","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkipZEAR","005f4000003qkvcAAA","0","000106","2019-11-11 14:00:53","005f4000003qkvcAAA","2019-11-11 14:00:54","005f4000003qkvcAAA","2019-11-11 14:00:54","LD","2019-11-11 14:00:53","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
