"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","CalendarModelId","IsDisplayed","IsActive","Color","FillPattern","TextColor"
"03Af4000000McuPEAS","005f4000002PEo1AAG","0","Shift Calendar","2018-05-20 01:16:58","005f4000002PEo1AAG","2018-05-20 01:16:58","005f4000002PEo1AAG","2018-05-20 01:16:58","03Bf4000000MdMkEAK","1","1","38c393","",""
