"Id","IsDeleted","CampaignId","LeadId","ContactId","Status","HasResponded","IsPrimary","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","FirstRespondedDate"
"00vf400000FHoVwAAL","0","701f4000001126kAAA","","003f400000rzX4kAAE","Prospect","1","1","2019-05-03 19:01:43","005f4000004IWOAAA4","2019-05-03 19:08:51","005f4000004IWOAAA4","2019-05-03 19:08:51","2019-05-03 00:00:00"
