"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ListEmailId","SourceListId","SourceType"
"0XDf400000001mQGAQ","0","00000001","2020-04-06 18:32:13","005f400000424IOAAY","2020-04-06 18:32:13","005f400000424IOAAY","2020-04-06 18:32:13","0XBf40000004LJ3GAM","00Bf400000Aj5nEEAR","IncludeList"
"0XDf4000000fz1cGAA","0","00000002","2020-04-28 18:24:26","005f400000424IOAAY","2020-04-28 18:24:26","005f400000424IOAAY","2020-04-28 18:24:26","0XBf4000000g5T4GAI","00Bf400000Aj5nEEAR","IncludeList"
