"Id","IsDeleted","Name","ParentId","Type","RecordTypeId","Status","StartDate","EndDate","ExpectedRevenue","BudgetedCost","ActualCost","ExpectedResponse","NumberSent","IsActive","Description","NumberOfLeads","NumberOfConvertedLeads","NumberOfContacts","NumberOfResponses","NumberOfOpportunities","NumberOfWonOpportunities","AmountAllOpportunities","AmountWonOpportunities","HierarchyNumberOfLeads","HierarchyNumberOfConvertedLeads","HierarchyNumberOfContacts","HierarchyNumberOfResponses","HierarchyNumberOfOpportunities","HierarchyNumberOfWonOpportunities","HierarchyAmountAllOpportunities","HierarchyAmountWonOpportunities","HierarchyNumberSent","HierarchyExpectedRevenue","HierarchyBudgetedCost","HierarchyActualCost","OwnerId","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","CampaignMemberRecordTypeId","GW_Volunteers__Volunteer_Website_Time_Zone__c","GW_Volunteers__Number_of_Volunteers__c","GW_Volunteers__Volunteer_Completed_Hours__c","GW_Volunteers__Volunteer_Jobs__c","GW_Volunteers__Volunteer_Shifts__c","GW_Volunteers__Volunteers_Still_Needed__c"
"701f4000001126kAAA","0","Contact Update","000000000000000AAA","Email","012f4000001AJaS","Planned","2019-05-06 00:00:00","2019-05-10 00:00:00","","","","0","0","1","Contact update","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","005f4000004IWOAAA4","2019-05-03 19:00:34","005f4000004IWOAAA4","2019-05-04 00:27:12","005f4000004IWOAAA4","2019-05-04 00:27:12","","","","0","0","1","0","0"
