"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","CollaborationGroupId","CollaborationRankEvalType","Rank","Score","Posts","Comments","Likes"
"0RCf4000000c55lGAA","0","000000000000000-0F9f4000000ohIp-1","2019-04-21 11:15:27","005f4000002cd9IAAQ","2019-04-21 11:15:27","005f4000002cd9IAAQ","2019-04-21 11:15:27","0F9f4000000ohIpCAI","TopGroups","1","10.06","2","2","1"
